Sentence,Label
"In the conversation, Mrs. Wilhite informed appellant that she did not want to have anything more to do with him and for him not to call her anymore.",Facts
"This court has entertained appeals in cases of this kind since the enactment of the original Adult Probation Law, first known and designated as Article 781b and now known as Article 781d, V.A.C.C.P.",Rule/Law/Holding
"While standing close to the back of her car with John Farris, the deceased, Mrs. Jackson ""heard something go like a firecracker"" and saw the deceased",Facts
“Defendant duly sentenced.,Conclusion
"The four then went to the car and began to push, Matthews on the left at the open car door, appellant on the opposite side and his companions in the rear-Appellant and his companions were talking in Spanish, which Matthews did not understand.",Facts
Appellant filed no objections to the court's charge but on appeal urges as fundamental error the court's failure to limit the jury's consideration of such testimony in the charge.,Facts
We find that the trial court did not abuse his discretion in concluding that the jury could not agree upon a verdict and in discharging them and declaring a mistrial.,Conclusion
"There was evidence sufficient to establish that the 1951 Ford belonged to appellant, but no witness testified that he was driving or was in control of said 1951 Ford when it struck and injured the boys.",Facts
"The indictment is fundamentally defective in that nowhere therein is there a description of the property taken other than ""corporeal personal property.""",Facts
Appellant testified and denied any connection with the robbery.,Facts
"The evidence shows that Mrs. Ruth Storey left her home on Sunday morning with the doors and windows closed; that when she returned from church the house was as she described it ""in a complete turmoil, drawers had been pulled out and drawers opened and some things had been pulled out of a kitchen cabinet.""",Facts
We find no merit in appellant's contention that the court erred in permitting the State to introduce in evidence a photograph of a Harger Drunkometer Machine over the objection that it was not shown to be a true picture of the machine used at the time appellant was given the breath test.,Conclusion
"But, a search of the record fails to reveal anything authorizing a review of such contentions.",Analysis
"The offense is driving a motor vehicle upon a public highway while intoxicated; the punishment, 3 days in jail and a fine of $100.",Facts
"The conviction is for unlawful possession of barbiturates; the punishment, two years in jail and a fine of $1,000.",Facts
